Fecha-hora;Temperatura máxima ºC;Temperatura media ºC;Temperatura mínima ºC;Humedad relativa med. %;Humedad relativa máx. %;Humedad relativa mín. %;Precipitación acumulada l/m²;Velocidad media viento 10 m m/s;Dirección viento 10 m (MODA) sector;Velocidad racha máx 10 m m/s;Dirección racha máx 10 m º;Radiación global W/m²;Insolación total s;,Fecha-hora;Temperatura máxima ºC;Temperatura mínima ºC;Humedad relativa máx. %;Humedad relativa mín. %;Precipitación acumulada l/m²;Velocidad media viento 10 m m/s;Dirección viento 10 m (MODA) sector;Velocidad racha máx 10 m m/s;Dirección racha máx 10 m º;Radiación global W/m²;Insolación total s;
01/01/1992 00:00:00;;;;;;;;;;;;;,
02/01/1992 00:00:00;;;;;;;;;;;;;,
03/01/1992 00:00:00;;;;;;;;;;;;;,
04/01/1992 00:00:00;;;;;;;;;;;;;,
05/01/1992 00:00:00;;;;;;;;;;;;;,
06/01/1992 00:00:00;;;;;;;;;;;;;,
07/01/1992 00:00:00;;;;;;;;;;;;;,
08/01/1992 00:00:00;;;;;;;;;;;;;,
09/01/1992 00:00:00;;;;;;;;;;;;;,
10/01/1992 00:00:00;;;;;;;;;;;;;,
11/01/1992 00:00:00;;;;;;;;;;;;;,
12/01/1992 00:00:00;;;;;;;;;;;;;,
13/01/1992 00:00:00;;;;;;;;;;;;;,
14/01/1992 00:00:00;;;;;;;;;;;;;,
15/01/1992 00:00:00;;;;;;;;;;;;;,
16/01/1992 00:00:00;;;;;;;;;;;;;,
17/01/1992 00:00:00;;;;;;;;;;;;;,
18/01/1992 00:00:00;;;;;;;;;;;;;,
19/01/1992 00:00:00;;;;;;;;;;;;;,
20/01/1992 00:00:00;;;;;;;;;;;;;,
21/01/1992 00:00:00;;;;;;;;;;;;;,
22/01/1992 00:00:00;;;;;;;;;;;;;,
23/01/1992 00:00:00;;;;;;;;;;;;;,
24/01/1992 00:00:00;;;;;;;;;;;;;,
25/01/1992 00:00:00;;;;;;;;;;;;;,
26/01/1992 00:00:00;;;;;;;;;;;;;,
27/01/1992 00:00:00;;;;;;;;;;;;;,
28/01/1992 00:00:00;;;;;;;;;;;;;,
29/01/1992 00:00:00;;;;;;;;;;;;;,
30/01/1992 00:00:00;;;;;;;;;;;;;,
31/01/1992 00:00:00;;;;;;;;;;;;;,
01/02/1992 00:00:00;;;;;;;;;;;;;,
02/02/1992 00:00:00;;;;;;;;;;;;;,
03/02/1992 00:00:00;;;;;;;;;;;;;,
04/02/1992 00:00:00;;;;;;;;;;;;;,
05/02/1992 00:00:00;;;;;;;;;;;;;,
06/02/1992 00:00:00;;;;;;;;;;;;;,
07/02/1992 00:00:00;;;;;;;;;;;;;,
08/02/1992 00:00:00;;;;;;;;;;;;;,
09/02/1992 00:00:00;;;;;;;;;;;;;,
10/02/1992 00:00:00;;;;;;;;;;;;;,
11/02/1992 00:00:00;;;;;;;;;;;;;,
12/02/1992 00:00:00;;;;;;;;;;;;;,
13/02/1992 00:00:00;;;;;;;;;;;;;,
14/02/1992 00:00:00;13.1;7.97;3.0;63.21;85.0;42.0;0.0;1.35;7.0;9.3;238.0;118.27;,
15/02/1992 00:00:00;14.5;7.8;2.3;67.09;91.0;39.0;0.0;1.21;8.0;5.6;347.0;134.31;,
16/02/1992 00:00:00;10.5;8.22;5.0;68.84;79.0;60.0;0.0;1.67;8.0;11.5;333.0;89.56;,
17/02/1992 00:00:00;8.2;5.15;2.3;65.69;88.0;45.0;0.0;1.52;8.0;11.1;7.0;124.74;,
18/02/1992 00:00:00;7.3;3.25;1.3;60.89;70.0;46.0;0.1;1.36;8.0;9.5;287.0;130.24;,
19/02/1992 00:00:00;6.9;3.32;0.3;72.85;97.0;55.0;2.3;1.14;9.0;8.5;135.0;113.36;,
20/02/1992 00:00:00;10.4;4.4;0.2;61.24;86.0;29.0;0.0;1.61;8.0;9.5;346.0;161.79;,
21/02/1992 00:00:00;7.8;4.11;2.1;59.69;68.0;48.0;0.0;2.23;8.0;14.8;332.0;169.28;,
22/02/1992 00:00:00;9.7;3.8;-0.1;63.63;82.0;42.0;0.0;1.49;8.0;5.2;156.0;168.7;,
23/02/1992 00:00:00;11.5;3.65;-3.9;67.37;92.0;42.0;0.0;2.36;8.0;6.0;322.0;170.64;,
24/02/1992 00:00:00;10.7;5.21;0.2;66.13;80.0;42.0;0.0;1.26;4.0;7.2;150.0;116.22;,
25/02/1992 00:00:00;11.8;7.59;3.8;68.6;88.0;48.0;0.0;1.41;8.0;8.5;314.0;101.17;,
