Fecha-hora;Temperatura máxima ºC;Temperatura media ºC;Temperatura mínima ºC;Humedad relativa med. %;Humedad relativa máx. %;Humedad relativa mín. %;Precipitación acumulada l/m²;,Fecha-hora;Temperatura máxima ºC;Temperatura mínima ºC;Humedad relativa máx. %;Humedad relativa mín. %;Precipitación acumulada l/m²;
01/01/1992 00:00:00;;;;;;;,
02/01/1992 00:00:00;;;;;;;,
03/01/1992 00:00:00;;;;;;;,
04/01/1992 00:00:00;;;;;;;,
05/01/1992 00:00:00;;;;;;;,
06/01/1992 00:00:00;;;;;;;,
07/01/1992 00:00:00;;;;;;;,
08/01/1992 00:00:00;;;;;;;,
09/01/1992 00:00:00;;;;;;;,
10/01/1992 00:00:00;;;;;;;,
11/01/1992 00:00:00;;;;;;;,
12/01/1992 00:00:00;;;;;;;,
13/01/1992 00:00:00;;;;;;;,
14/01/1992 00:00:00;;;;;;;,
15/01/1992 00:00:00;;;;;;;,
16/01/1992 00:00:00;;;;;;;,
17/01/1992 00:00:00;;;;;;;,
18/01/1992 00:00:00;;;;;;;,
19/01/1992 00:00:00;;;;;;;,
20/01/1992 00:00:00;;;;;;;,
21/01/1992 00:00:00;;;;;;;,
22/01/1992 00:00:00;;;;;;;,
23/01/1992 00:00:00;;;;;;;,
24/01/1992 00:00:00;;;;;;;,
25/01/1992 00:00:00;;;;;;;,
26/01/1992 00:00:00;;;;;;;,
27/01/1992 00:00:00;;;;;;;,
28/01/1992 00:00:00;;;;;;;,
29/01/1992 00:00:00;;;;;;;,
30/01/1992 00:00:00;;;;;;;,
31/01/1992 00:00:00;;;;;;;,
01/02/1992 00:00:00;;;;;;;,
02/02/1992 00:00:00;;;;;;;,
03/02/1992 00:00:00;;;;;;;,
04/02/1992 00:00:00;;;;;;;,
05/02/1992 00:00:00;;;;;;;,
06/02/1992 00:00:00;;;;;;;,
07/02/1992 00:00:00;;;;;;;,
08/02/1992 00:00:00;;;;;;;,
09/02/1992 00:00:00;;;;;;;,
10/02/1992 00:00:00;;;;;;;,
11/02/1992 00:00:00;;;;;;;,
12/02/1992 00:00:00;;;;;;;,
13/02/1992 00:00:00;;;;;;;,
14/02/1992 00:00:00;;;;;;;,
15/02/1992 00:00:00;;;;;;;,
16/02/1992 00:00:00;;;;;;;,
17/02/1992 00:00:00;;;;;;;,
18/02/1992 00:00:00;;;;;;;,
19/02/1992 00:00:00;;;;;;;,
20/02/1992 00:00:00;;;;;;;,
21/02/1992 00:00:00;;;;;;;,
22/02/1992 00:00:00;;;;;;;,
23/02/1992 00:00:00;;;;;;;,
24/02/1992 00:00:00;;;;;;;,
25/02/1992 00:00:00;;;;;;;,
26/02/1992 00:00:00;;;;;;;,
27/02/1992 00:00:00;;;;;;;,
28/02/1992 00:00:00;;;;;;;,
29/02/1992 00:00:00;;;;;;;,
01/03/1992 00:00:00;;;;;;;,
02/03/1992 00:00:00;;;;;;;,
03/03/1992 00:00:00;;;;;;;,
04/03/1992 00:00:00;;;;;;;,
05/03/1992 00:00:00;;;;;;;,
06/03/1992 00:00:00;;;;;;;,
07/03/1992 00:00:00;;;;;;;,
08/03/1992 00:00:00;;;;;;;,
09/03/1992 00:00:00;;;;;;;,
10/03/1992 00:00:00;;;;;;;,
11/03/1992 00:00:00;;;;;;;,
12/03/1992 00:00:00;;;;;;;,
13/03/1992 00:00:00;;;;;;;,
14/03/1992 00:00:00;;;;;;;,
15/03/1992 00:00:00;;;;;;;,
16/03/1992 00:00:00;;;;;;;,
17/03/1992 00:00:00;;;;;;;,
18/03/1992 00:00:00;;;;;;;,
19/03/1992 00:00:00;;;;;;;,
20/03/1992 00:00:00;19.5;9.48;0.3;72.17;99.0;30.0;0.0,
21/03/1992 00:00:00;9.5;6.07;1.7;90.65;99.0;72.0;0.4,
22/03/1992 00:00:00;;;;;;;,
23/03/1992 00:00:00;7.6;4.51;-0.4;93.7;98.0;82.0;36.3,
24/03/1992 00:00:00;1.9;-0.27;-1.0;94.72;97.0;88.0;46.8,
25/03/1992 00:00:00;0.6;-0.59;-1.1;92.88;97.0;82.0;9.2,
26/03/1992 00:00:00;1.9;-0.19;-1.0;95.59;98.0;90.0;44.3,
27/03/1992 00:00:00;2.5;-0.34;-1.6;93.55;97.0;80.0;44.9,
28/03/1992 00:00:00;3.9;0.72;-0.3;87.73;96.0;71.0;0.6,
29/03/1992 00:00:00;9.3;3.13;-0.4;81.34;98.0;53.0;2.7,
30/03/1992 00:00:00;4.5;2.62;-0.4;84.97;97.0;74.0;18.4,
