Fecha-hora;Temperatura máxima ºC;Temperatura media ºC;Temperatura mínima ºC;Humedad relativa med. %;Humedad relativa máx. %;Humedad relativa mín. %;Precipitación acumulada l/m²;Velocidad media viento 10 m m/s;Dirección viento 10 m (MODA) sector;Velocidad racha máx 10 m m/s;Dirección racha máx 10 m º;Radiación global W/m²;Insolación total s;,Fecha-hora;Temperatura máxima ºC;Temperatura mínima ºC;Humedad relativa máx. %;Humedad relativa mín. %;Precipitación acumulada l/m²;Velocidad media viento 10 m m/s;Dirección viento 10 m (MODA) sector;Velocidad racha máx 10 m m/s;Dirección racha máx 10 m º;Radiación global W/m²;Insolación total s;
01/01/1991 00:00:00;;;;;;;;;;;;;,
02/01/1991 00:00:00;;;;;;;;;;;;;,
03/01/1991 00:00:00;;;;;;;;;;;;;,
04/01/1991 00:00:00;;;;;;;;;;;;;,
05/01/1991 00:00:00;;;;;;;;;;;;;,
06/01/1991 00:00:00;;;;;;;;;;;;;,
07/01/1991 00:00:00;;;;;;;;;;;;;,
08/01/1991 00:00:00;;;;;;;;;;;;;,
09/01/1991 00:00:00;;;;;;;;;;;;;,
10/01/1991 00:00:00;;;;;;;;;;;;;,
11/01/1991 00:00:00;;;;;;;;;;;;;,
12/01/1991 00:00:00;;;;;;;;;;;;;,
13/01/1991 00:00:00;;;;;;;;;;;;;,
14/01/1991 00:00:00;;;;;;;;;;;;;,
15/01/1991 00:00:00;;;;;;;;;;;;;,
16/01/1991 00:00:00;;;;;;;;;;;;;,
17/01/1991 00:00:00;;;;;;;;;;;;;,
18/01/1991 00:00:00;;;;;;;;;;;;;,
19/01/1991 00:00:00;;;;;;;;;;;;;,
20/01/1991 00:00:00;;;;;;;;;;;;;,
21/01/1991 00:00:00;;;;;;;;;;;;;,
22/01/1991 00:00:00;;;;;;;;;;;;;,
23/01/1991 00:00:00;;;;;;;;;;;;;,
24/01/1991 00:00:00;;;;;;;;;;;;;,
25/01/1991 00:00:00;;;;;;;;;;;;;,
