Fecha-hora;Temperatura máxima ºC;Temperatura media ºC;Temperatura mínima ºC;Humedad relativa med. %;Humedad relativa máx. %;Humedad relativa mín. %;Precipitación acumulada l/m²;
01/01/2019 00:00:00;5.94;2.67;-2.18;97.68;99.9;89.8;0.83
02/01/2019 00:00:00;5.97;4.97;3.13;91.25;99.9;73.59;0.52
03/01/2019 00:00:00;7.79;1.38;-2.67;91.57;99.6;65.36;0.0
04/01/2019 00:00:00;7.59;0.89;-2.71;88.87;99.2;60.84;0.0
05/01/2019 00:00:00;10.22;-0.77;-4.88;88.53;98.9;39.64;0.1
06/01/2019 00:00:00;5.88;2.76;-2.08;87.04;98.7;71.61;0.0
07/01/2019 00:00:00;5.83;4.04;2.81;80.82;90.7;66.57;0.0
08/01/2019 00:00:00;8.8;6.04;4.1;88.42;99.9;70.41;3.85
09/01/2019 00:00:00;9.52;7.27;3.75;90.56;99.9;71.5;5.2
10/01/2019 00:00:00;5.6;1.91;-1.47;88.99;99.6;61.4;0.1
11/01/2019 00:00:00;7.67;1.73;-2.8;83.87;98.7;45.39;0.0
12/01/2019 00:00:00;8.97;4.52;-0.02;93.24;99.8;81.6;0.52
13/01/2019 00:00:00;9.33;7.17;5.37;98.93;100.0;95.3;3.43
14/01/2019 00:00:00;10.52;8.77;7.47;98.15;100.0;89.2;10.4
15/01/2019 00:00:00;12.21;6.71;0.76;92.73;100.0;65.92;0.1
16/01/2019 00:00:00;12.76;4.63;-0.57;91.96;100.0;62.18;0.0
17/01/2019 00:00:00;10.45;6.69;5.04;96.26;100.0;67.78;11.65
18/01/2019 00:00:00;9.5;5.25;2.85;95.25;100.0;66.48;0.52
19/01/2019 00:00:00;11.25;7.65;4.22;81.32;99.9;59.62;1.04
20/01/2019 00:00:00;9.49;6.83;5.43;97.23;100.0;84.9;17.16
21/01/2019 00:00:00;7.38;5.57;4.23;95.08;99.9;73.99;9.57
22/01/2019 00:00:00;7.18;4.8;3.19;98.32;99.9;81.8;34.33
23/01/2019 00:00:00;10.76;7.41;4.95;94.17;99.9;84.9;96.67
24/01/2019 00:00:00;5.99;4.6;3.81;95.61;99.1;86.5;15.29
25/01/2019 00:00:00;10.39;8.86;4.54;96.17;99.9;90.1;53.57
26/01/2019 00:00:00;14.1;8.45;3.73;93.69;100.0;64.16;1.66
27/01/2019 00:00:00;9.8;6.96;3.33;87.57;99.9;67.78;34.23
28/01/2019 00:00:00;10.2;8.24;5.48;86.71;98.6;67.86;35.48
29/01/2019 00:00:00;10.08;7.44;5.44;89.78;99.9;68.05;19.98
30/01/2019 00:00:00;10.4;6.5;3.8;85.76;98.4;55.66;20.29
31/01/2019 00:00:00;16.99;10.54;6.74;86.52;100.0;60.09;55.56
01/02/2019 00:00:00;13.38;8.08;4.23;80.21;100.0;43.26;5.51
02/02/2019 00:00:00;8.12;5.33;2.69;83.3;99.4;51.38;36.83
03/02/2019 00:00:00;7.05;3.27;0.69;92.34;99.6;73.36;6.55
04/02/2019 00:00:00;12.92;5.39;-0.57;89.59;99.9;43.94;1.56
05/02/2019 00:00:00;11.34;9.31;7.5;99.11;100.0;95.3;6.34
06/02/2019 00:00:00;18.89;10.3;5.14;91.07;100.0;53.65;0.0
07/02/2019 00:00:00;11.03;6.91;2.48;93.41;100.0;68.17;0.21
08/02/2019 00:00:00;17.89;6.79;0.66;86.03;100.0;37.97;0.0
09/02/2019 00:00:00;17.77;10.06;2.17;73.14;100.0;44.41;0.0
10/02/2019 00:00:00;15.27;10.6;6.23;77.36;97.5;46.02;8.67
11/02/2019 00:00:00;9.91;7.3;4.47;96.07;99.9;81.6;22.19
12/02/2019 00:00:00;13.85;5.85;1.04;88.59;99.9;49.81;0.0
13/02/2019 00:00:00;18.17;5.63;-0.76;83.78;99.9;34.92;0.0
14/02/2019 00:00:00;19.04;14.23;9.22;32.19;61.62;20.79;0.0
15/02/2019 00:00:00;20.68;11.73;2.36;41.33;93.4;13.53;0.0
16/02/2019 00:00:00;19.05;11.33;1.78;51.9;97.9;17.63;0.0
